Economic_Freedom_Indicator,Outcome_Variable,Lag_Years,Correlation,P_Value,Sample_Size,CI_Lower,CI_Upper,Strength,Significance
Fiscal Health,Extreme_Poverty_Share,-19,-0.0383,0.6132,177,-0.1847,0.1099,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,5,-0.0383,0.203,1108,-0.097,0.0207,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,8,-0.0383,0.4365,415,-0.1341,0.0582,Very Weak,Not Significant
Overall Score,Foreign_Aid_Received,-17,-0.0382,0.6124,178,-0.1843,0.1095,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-19,0.0382,0.5303,272,-0.0811,0.1564,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,9,0.0382,0.4554,384,-0.0621,0.1378,Very Weak,Not Significant
Monetary Freedom,Gini_Index,16,-0.0382,0.4276,433,-0.132,0.0562,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,1,0.0381,0.1349,1539,-0.0119,0.0879,Very Weak,Not Significant
Financial Freedom,Gini_Index,20,0.0381,0.5666,229,-0.092,0.1669,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-20,0.0381,0.5699,225,-0.0932,0.168,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,7,-0.038,0.4805,347,-0.1427,0.0676,Very Weak,Not Significant
Judicial Effectiveness,Foreign_Aid_Received,-15,0.0379,0.6603,137,-0.1307,0.2043,Very Weak,Not Significant
Overall Score,Foreign_Aid_Given,-12,0.0379,0.5157,296,-0.0764,0.1513,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,7,0.0376,0.2434,962,-0.0256,0.1006,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-6,-0.0376,0.2276,1032,-0.0984,0.0235,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-15,0.0376,0.5751,224,-0.0939,0.1679,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,8,0.0375,0.4461,415,-0.059,0.1333,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-15,-0.0374,0.4138,479,-0.1266,0.0523,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-8,-0.0373,0.4415,429,-0.1315,0.0576,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,6,0.0372,0.2325,1030,-0.0239,0.0981,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,10,-0.0372,0.4855,353,-0.1411,0.0674,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-2,0.0371,0.162,1419,-0.0149,0.089,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,6,-0.037,0.4717,380,-0.1371,0.0638,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-22,0.0367,0.7481,79,-0.1859,0.2557,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-22,0.0365,0.6682,140,-0.1302,0.2012,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-7,0.0364,0.2587,964,-0.0268,0.0993,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Given,-20,0.0361,0.7549,77,-0.1894,0.258,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,4,0.0361,0.2119,1200,-0.0206,0.0925,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-18,0.0361,0.5184,322,-0.0735,0.1448,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Given,-7,0.0359,0.4402,464,-0.0553,0.1265,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,10,0.0359,0.4703,406,-0.0616,0.1328,Very Weak,Not Significant
Overall Score,Foreign_Aid_Given,-15,-0.0357,0.6113,205,-0.1719,0.1018,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-20,-0.0356,0.595,225,-0.1657,0.0956,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,-2,0.0356,0.3311,746,-0.0362,0.1071,Very Weak,Not Significant
Government Spending,Inflation_Rate,-6,0.0354,0.2619,1009,-0.0264,0.0969,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,2,0.0354,0.1825,1417,-0.0167,0.0873,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-15,0.0353,0.5477,293,-0.0796,0.1492,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,1,0.0352,0.1676,1539,-0.0148,0.085,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,2,-0.0352,0.6045,219,-0.167,0.0978,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,4,-0.0351,0.3965,587,-0.1157,0.046,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,21,0.035,0.6494,171,-0.1157,0.1841,Very Weak,Not Significant
Monetary Freedom,Gini_Index,24,-0.035,0.7771,68,-0.2711,0.2052,Very Weak,Not Significant
Government Spending,Inflation_Rate,-10,0.0347,0.3417,753,-0.0368,0.1059,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-1,0.0346,0.175,1541,-0.0154,0.0844,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-1,0.0344,0.1766,1541,-0.0155,0.0842,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-24,-0.0344,0.7805,68,-0.2706,0.2057,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Given,-15,-0.0344,0.6243,205,-0.1706,0.1031,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-6,0.0341,0.2952,944,-0.0298,0.0977,Very Weak,Not Significant
Government Spending,Inflation_Rate,-1,0.034,0.1874,1508,-0.0165,0.0843,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,17,-0.034,0.5141,370,-0.1355,0.0682,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,3,-0.0338,0.6704,161,-0.1875,0.1215,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-18,0.0337,0.6746,158,-0.1231,0.1888,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,10,-0.0335,0.3538,769,-0.1039,0.0373,Very Weak,Not Significant
Fiscal Health,Foreign_Aid_Received,-9,-0.0335,0.6672,167,-0.1844,0.119,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,5,0.0335,0.265,1108,-0.0254,0.0922,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-3,0.0333,0.2294,1305,-0.021,0.0874,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,11,-0.0333,0.55,324,-0.1418,0.0759,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-2,0.033,0.4059,637,-0.0448,0.1104,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-8,-0.033,0.5448,339,-0.139,0.0738,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,8,0.033,0.3234,896,-0.0325,0.0983,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,10,-0.0328,0.3637,769,-0.1033,0.038,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,9,-0.0327,0.5227,384,-0.1324,0.0676,Very Weak,Not Significant
Government Spending,Inflation_Rate,-4,0.0326,0.2644,1174,-0.0247,0.0896,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,1,-0.0324,0.2895,1071,-0.0921,0.0276,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-10,-0.0324,0.3693,771,-0.1028,0.0383,Very Weak,Not Significant
Labor Freedom,Unemployment_Rate,14,0.0323,0.6586,189,-0.1109,0.1743,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,15,-0.0323,0.4818,477,-0.1217,0.0577,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,8,-0.0323,0.5686,314,-0.1425,0.0787,Very Weak,Not Significant
Fiscal Health,Foreign_Aid_Received,-10,0.0322,0.6841,162,-0.1226,0.1855,Very Weak,Not Significant
Property Rights,Foreign_Aid_Received,10,-0.0321,0.5481,353,-0.136,0.0726,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-16,-0.0321,0.5884,287,-0.1473,0.084,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-20,0.0319,0.7315,118,-0.1497,0.2115,Very Weak,Not Significant
Investment Freedom,Gini_Index,11,-0.0317,0.3954,722,-0.1044,0.0414,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,12,-0.0316,0.587,297,-0.1449,0.0825,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-19,0.0316,0.7125,138,-0.1362,0.1977,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-21,0.0316,0.7576,98,-0.1679,0.2286,Very Weak,Not Significant
Government Spending,Inflation_Rate,1,0.0315,0.2207,1511,-0.0189,0.0818,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-7,-0.0315,0.4989,464,-0.1222,0.0597,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,5,-0.031,0.4772,528,-0.116,0.0545,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-7,0.0308,0.3543,904,-0.0344,0.0959,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-4,0.0307,0.2869,1202,-0.0258,0.0871,Very Weak,Not Significant
Tax Burden,Inflation_Rate,-3,0.0306,0.2752,1273,-0.0244,0.0854,Very Weak,Not Significant
Government Spending,Inflation_Rate,-5,0.0306,0.3144,1085,-0.029,0.0899,Very Weak,Not Significant
Investment Freedom,Inflation_Rate,23,-0.0306,0.7659,97,-0.2287,0.1699,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,-7,-0.0305,0.5152,456,-0.122,0.0615,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-10,-0.0305,0.5783,335,-0.1372,0.0769,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,-1,0.0305,0.2313,1541,-0.0195,0.0803,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,4,0.0302,0.2961,1200,-0.0264,0.0866,Very Weak,Not Significant
Business Freedom,Foreign_Aid_Received,-20,-0.0301,0.7463,118,-0.2097,0.1515,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,-13,-0.03,0.6199,276,-0.1475,0.0884,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,0,0.03,0.2201,1670,-0.018,0.0779,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-7,0.03,0.5231,456,-0.062,0.1215,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,13,0.0298,0.7688,100,-0.1676,0.2249,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,10,-0.0298,0.6418,246,-0.1543,0.0956,Very Weak,Not Significant
Government Spending,Inflation_Rate,-17,0.0298,0.5722,361,-0.0736,0.1326,Very Weak,Not Significant
Tax Burden,Inflation_Rate,-1,-0.0298,0.2476,1508,-0.0802,0.0207,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,9,-0.0297,0.6208,280,-0.1464,0.0878,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,18,0.0296,0.7154,154,-0.1292,0.1869,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,-12,-0.0295,0.6095,303,-0.1417,0.0835,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-2,-0.0292,0.426,746,-0.1008,0.0427,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,14,-0.0292,0.6481,246,-0.1538,0.0962,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,-13,-0.0291,0.4796,591,-0.1095,0.0516,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-15,-0.0291,0.6154,300,-0.1419,0.0844,Very Weak,Not Significant
Government Spending,Inflation_Rate,-11,0.029,0.446,692,-0.0456,0.1033,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,-11,0.029,0.5986,331,-0.079,0.1364,Very Weak,Not Significant
Investment Freedom,Gini_Index,15,0.0287,0.5272,488,-0.0602,0.1172,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,-12,-0.0285,0.469,649,-0.1052,0.0486,Very Weak,Not Significant
Overall Score,Foreign_Aid_Received,-18,-0.0285,0.7226,158,-0.1838,0.1283,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-4,-0.0282,0.4931,595,-0.1083,0.0523,Very Weak,Not Significant
Financial Freedom,Gini_Index,21,0.0281,0.7058,183,-0.1174,0.1725,Very Weak,Not Significant
Monetary Freedom,Inflation_Rate,-24,-0.0281,0.8258,64,-0.272,0.2193,Very Weak,Not Significant
Fiscal Health,Extreme_Poverty_Share,-24,-0.028,0.8452,51,-0.3013,0.2495,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,5,-0.0277,0.5256,528,-0.1127,0.0578,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,1,-0.0276,0.5147,558,-0.1104,0.0555,Very Weak,Not Significant
Government Spending,Inflation_Rate,-22,-0.0275,0.7523,134,-0.1962,0.1427,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,20,-0.0275,0.6831,223,-0.1583,0.1043,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,22,-0.0274,0.7553,132,-0.1973,0.1442,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-19,0.0274,0.678,232,-0.1018,0.1557,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,17,0.0274,0.5988,370,-0.0747,0.129,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,9,0.0274,0.4306,832,-0.0407,0.0952,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,2,-0.0274,0.3983,955,-0.0906,0.0361,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,5,-0.0272,0.5812,413,-0.1234,0.0695,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,-7,-0.0271,0.5661,449,-0.1194,0.0656,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,6,-0.027,0.3868,1030,-0.0879,0.0341,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,2,0.0268,0.3139,1417,-0.0253,0.0787,Very Weak,Not Significant
Overall Score,Gini_Index,15,-0.0267,0.5569,488,-0.1151,0.0623,Very Weak,Not Significant
Government Spending,Inflation_Rate,-8,0.0267,0.4289,878,-0.0395,0.0927,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-9,0.0267,0.5989,390,-0.0728,0.1257,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,6,0.0266,0.3931,1030,-0.0345,0.0876,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,-12,-0.0264,0.6478,303,-0.1386,0.0866,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,-15,0.0264,0.6945,224,-0.1051,0.1569,Very Weak,Not Significant
Property Rights,Foreign_Aid_Received,6,0.0259,0.5702,483,-0.0635,0.1149,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,3,-0.0259,0.5718,479,-0.1152,0.0638,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,10,-0.0257,0.4774,769,-0.0962,0.0451,Very Weak,Not Significant
Monetary Freedom,Gini_Index,17,-0.0257,0.6182,379,-0.1261,0.0752,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,9,-0.0257,0.616,384,-0.1254,0.0746,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-6,-0.0257,0.567,498,-0.1133,0.0623,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,1,0.0256,0.3153,1539,-0.0244,0.0755,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-12,0.0256,0.5156,649,-0.0515,0.1023,Very Weak,Not Significant
Government Spending,Inflation_Rate,-2,0.0255,0.3423,1385,-0.0272,0.0781,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,19,-0.0253,0.7722,133,-0.1947,0.1455,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,21,-0.0253,0.7371,178,-0.1718,0.1222,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,5,0.0253,0.4005,1108,-0.0337,0.084,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,-19,-0.0252,0.6796,272,-0.1437,0.0941,Very Weak,Not Significant
Government Spending,Unemployment_Rate,17,-0.0249,0.6328,370,-0.1266,0.0772,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,20,-0.0248,0.7955,112,-0.2094,0.1615,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,10,0.0247,0.4933,769,-0.046,0.0953,Very Weak,Not Significant
Fiscal Health,Unemployment_Rate,-16,-0.0246,0.6786,287,-0.1399,0.0915,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,11,-0.0245,0.5149,707,-0.0981,0.0493,Very Weak,Not Significant
Government Spending,Foreign_Aid_Received,19,-0.0243,0.7816,133,-0.1937,0.1466,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-12,-0.0242,0.6787,296,-0.1378,0.0901,Very Weak,Not Significant
Government Spending,Inflation_Rate,-7,0.024,0.4619,943,-0.0399,0.0877,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,19,-0.0239,0.6954,270,-0.1429,0.0957,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-5,0.0238,0.4283,1110,-0.0351,0.0825,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,3,0.0238,0.3898,1303,-0.0305,0.0781,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,13,-0.0238,0.5639,589,-0.1044,0.0571,Very Weak,Not Significant
Trade Freedom,Inflation_Rate,20,0.0237,0.7298,215,-0.1105,0.157,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,-10,0.0236,0.5123,771,-0.0471,0.0941,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,16,0.0236,0.7413,198,-0.1162,0.1625,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,4,-0.0233,0.6239,447,-0.1158,0.0696,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,-11,-0.0232,0.6737,331,-0.1307,0.0848,Very Weak,Not Significant
Financial Freedom,Gini_Index,22,0.0232,0.7837,142,-0.142,0.1873,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,-1,-0.0231,0.4282,1178,-0.0801,0.0341,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-7,-0.0231,0.4741,964,-0.0861,0.0401,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,-13,0.0231,0.7028,276,-0.0953,0.1408,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Received,6,0.023,0.6146,483,-0.0664,0.112,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,12,-0.0228,0.5631,647,-0.0997,0.0544,Very Weak,Not Significant
Government Spending,Unemployment_Rate,19,0.0226,0.7114,270,-0.097,0.1416,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,7,0.0226,0.5855,582,-0.0587,0.1037,Very Weak,Not Significant
Government Spending,Inflation_Rate,-21,-0.022,0.7739,173,-0.1706,0.1276,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,-5,-0.0219,0.6132,536,-0.1064,0.0629,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,12,-0.0219,0.5783,647,-0.0988,0.0553,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Given,-13,0.0219,0.7234,264,-0.0991,0.1422,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,1,0.0218,0.3919,1539,-0.0282,0.0717,Very Weak,Not Significant
Government Spending,Inflation_Rate,-18,0.0216,0.704,312,-0.0897,0.1323,Very Weak,Not Significant
Property Rights,Unemployment_Rate,-9,-0.0216,0.5337,834,-0.0893,0.0464,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,-6,0.0215,0.4904,1032,-0.0396,0.0824,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,10,0.0214,0.6881,353,-0.0831,0.1255,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,4,-0.021,0.6111,587,-0.1018,0.06,Very Weak,Not Significant
Investment Freedom,HDI,24,0.0209,0.8676,66,-0.2222,0.2616,Very Weak,Not Significant
Overall Score,Unemployment_Rate,-6,0.0208,0.5049,1032,-0.0403,0.0817,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,10,-0.0208,0.5655,769,-0.0913,0.05,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,11,-0.0207,0.5826,707,-0.0943,0.0531,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,15,-0.0207,0.6525,477,-0.1103,0.0692,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,2,-0.0205,0.6442,509,-0.1072,0.0665,Very Weak,Not Significant
Fiscal Health,Life_Expectancy,-23,-0.0205,0.8363,104,-0.2123,0.1728,Very Weak,Not Significant
Monetary Freedom,Gini_Index,18,-0.0205,0.711,328,-0.1285,0.088,Very Weak,Not Significant
Monetary Freedom,Unemployment_Rate,-2,0.0203,0.4453,1419,-0.0318,0.0722,Very Weak,Not Significant
Government Integrity,Unemployment_Rate,-17,-0.0203,0.6963,372,-0.1217,0.0815,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,8,0.0202,0.6811,415,-0.0762,0.1163,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-17,0.0202,0.7407,272,-0.099,0.1388,Very Weak,Not Significant
Judicial Effectiveness,Unemployment_Rate,-14,-0.0201,0.7239,311,-0.131,0.0913,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-14,0.0201,0.7264,304,-0.0926,0.1323,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,5,0.0201,0.5036,1108,-0.0388,0.0789,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,0,0.02,0.4131,1670,-0.028,0.0679,Very Weak,Not Significant
Overall Score,Foreign_Aid_Received,-19,-0.0199,0.8164,138,-0.1864,0.1477,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,-6,-0.0199,0.6656,475,-0.1097,0.0702,Very Weak,Not Significant
Financial Freedom,Unemployment_Rate,7,0.0198,0.539,962,-0.0434,0.0829,Very Weak,Not Significant
Labor Freedom,Inflation_Rate,9,0.0196,0.6732,464,-0.0715,0.1105,Very Weak,Not Significant
Tax Burden,Foreign_Aid_Received,-14,0.0196,0.7575,250,-0.1047,0.1433,Very Weak,Not Significant
Trade Freedom,Unemployment_Rate,9,-0.0196,0.5717,832,-0.0875,0.0484,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,11,-0.0195,0.7776,212,-0.1539,0.1155,Very Weak,Not Significant
Fiscal Health,Inflation_Rate,-24,-0.0195,0.8782,64,-0.2641,0.2274,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,7,0.0194,0.7568,257,-0.1032,0.1414,Very Weak,Not Significant
Investment Freedom,Foreign_Aid_Given,18,0.0194,0.8027,169,-0.132,0.1698,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Received,-6,-0.0193,0.681,456,-0.1109,0.0727,Very Weak,Not Significant
Investment Freedom,HDI,23,0.0193,0.8476,102,-0.1759,0.2129,Very Weak,Not Significant
Government Spending,Inflation_Rate,-3,0.0193,0.4904,1273,-0.0356,0.0742,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Given,-3,0.0193,0.6365,602,-0.0607,0.0991,Very Weak,Not Significant
Business Freedom,Unemployment_Rate,9,-0.0191,0.5823,832,-0.087,0.0489,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,20,0.019,0.8421,112,-0.1671,0.2039,Very Weak,Not Significant
Monetary Freedom,Foreign_Aid_Received,0,-0.0189,0.5653,929,-0.0831,0.0455,Very Weak,Not Significant
Tax Burden,Unemployment_Rate,7,0.0188,0.561,962,-0.0445,0.0819,Very Weak,Not Significant
Financial Freedom,Foreign_Aid_Received,-8,-0.0187,0.7015,423,-0.1138,0.0768,Very Weak,Not Significant
Labor Freedom,Unemployment_Rate,11,0.0187,0.7241,357,-0.0852,0.1223,Very Weak,Not Significant
Labor Freedom,Foreign_Aid_Given,1,-0.0184,0.6699,539,-0.1027,0.0662,Very Weak,Not Significant
Trade Freedom,Foreign_Aid_Received,22,0.0184,0.8789,71,-0.2158,0.2506,Very Weak,Not Significant
Overall Score,Foreign_Aid_Received,-22,0.0183,0.8727,79,-0.2036,0.2385,Very Weak,Not Significant
Investment Freedom,Unemployment_Rate,16,-0.0181,0.7101,423,-0.1133,0.0774,Very Weak,Not Significant
